Weight0.csv
Test group: 8,Total correct: 26/171,Bad correct: 26/26,Good correct: 0/145
Test group: 9,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 10,Total correct: 26/175,Bad correct: 26/26,Good correct: 0/149
30978
Test group: 1,Total correct: 25/171,Bad correct: 25/25,Good correct: 0/146
Test group: 2,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 3,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 4,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 5,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 6,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 7,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 8,Total correct: 26/171,Bad correct: 26/26,Good correct: 0/145
Test group: 9,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 10,Total correct: 26/175,Bad correct: 26/26,Good correct: 0/149
46467
Test group: 1,Total correct: 25/171,Bad correct: 25/25,Good correct: 0/146
Test group: 2,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 3,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 4,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 5,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 6,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 7,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 8,Total correct: 26/171,Bad correct: 26/26,Good correct: 0/145
Test group: 9,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 10,Total correct: 26/175,Bad correct: 26/26,Good correct: 0/149
61956
Test group: 1,Total correct: 25/171,Bad correct: 25/25,Good correct: 0/146
Test group: 2,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 3,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 4,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 5,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 6,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 7,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 8,Total correct: 26/171,Bad correct: 26/26,Good correct: 0/145
Test group: 9,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 10,Total correct: 26/175,Bad correct: 26/26,Good correct: 0/149
77445
Test group: 1,Total correct: 25/171,Bad correct: 25/25,Good correct: 0/146
Test group: 2,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 3,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 4,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 5,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 6,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 7,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 8,Total correct: 26/171,Bad correct: 26/26,Good correct: 0/145
Test group: 9,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 10,Total correct: 26/175,Bad correct: 26/26,Good correct: 0/149
92934
Test group: 1,Total correct: 25/171,Bad correct: 25/25,Good correct: 0/146
Test group: 2,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 3,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 4,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 5,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 6,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 7,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 8,Total correct: 26/171,Bad correct: 26/26,Good correct: 0/145
Test group: 9,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 10,Total correct: 26/175,Bad correct: 26/26,Good correct: 0/149
108423
Test group: 1,Total correct: 25/171,Bad correct: 25/25,Good correct: 0/146
Test group: 2,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 3,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 4,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 5,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 6,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 7,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 8,Total correct: 26/171,Bad correct: 26/26,Good correct: 0/145
Test group: 9,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 10,Total correct: 26/175,Bad correct: 26/26,Good correct: 0/149
123912
Test group: 1,Total correct: 25/171,Bad correct: 25/25,Good correct: 0/146
Test group: 2,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 3,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 4,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 5,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 6,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 7,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 8,Total correct: 26/171,Bad correct: 26/26,Good correct: 0/145
Test group: 9,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 10,Total correct: 26/175,Bad correct: 26/26,Good correct: 0/149
139401
Test group: 1,Total correct: 25/171,Bad correct: 25/25,Good correct: 0/146
Test group: 2,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 3,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 4,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 5,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 6,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 7,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 8,Total correct: 26/171,Bad correct: 26/26,Good correct: 0/145
Test group: 9,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 10,Total correct: 26/175,Bad correct: 26/26,Good correct: 0/149
154890
Test group: 1,Total correct: 25/171,Bad correct: 25/25,Good correct: 0/146
Test group: 2,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 3,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 4,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 5,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 6,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 7,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 8,Total correct: 26/171,Bad correct: 26/26,Good correct: 0/145
Test group: 9,Total correct: 26/172,Bad correct: 26/26,Good correct: 0/146
Test group: 10,Total correct: 26/175,Bad correct: 26/26,Good correct: 0/149
30978
Test group: 1,Total correct: 146/171,Bad correct: 0/25,Good correct: 146/146
Test group: 2,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 7,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 8,Total correct: 145/171,Bad correct: 0/26,Good correct: 145/145
Test group: 9,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 10,Total correct: 149/175,Bad correct: 0/26,Good correct: 149/149
46467
Test group: 1,Total correct: 146/171,Bad correct: 0/25,Good correct: 146/146
Test group: 2,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 7,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 8,Total correct: 145/171,Bad correct: 0/26,Good correct: 145/145
Test group: 9,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 10,Total correct: 149/175,Bad correct: 0/26,Good correct: 149/149
30978
Test group: 1,Total correct: 146/171,Bad correct: 0/25,Good correct: 146/146
Test group: 2,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 7,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 8,Total correct: 145/171,Bad correct: 0/26,Good correct: 145/145
Test group: 9,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 10,Total correct: 149/175,Bad correct: 0/26,Good correct: 149/149
46467
Test group: 1,Total correct: 146/171,Bad correct: 0/25,Good correct: 146/146
Test group: 2,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 7,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 8,Total correct: 145/171,Bad correct: 0/26,Good correct: 145/145
Test group: 9,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 10,Total correct: 66/175,Bad correct: 0/26,Good correct: 66/149
61956
Test group: 1,Total correct: 146/171,Bad correct: 0/25,Good correct: 146/146
Test group: 2,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 7,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 8,Total correct: 145/171,Bad correct: 0/26,Good correct: 145/145
Test group: 9,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 10,Total correct: 144/175,Bad correct: 0/26,Good correct: 144/149
77445
Test group: 1,Total correct: 146/171,Bad correct: 0/25,Good correct: 146/146
Test group: 2,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 7,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 8,Total correct: 145/171,Bad correct: 0/26,Good correct: 145/145
Test group: 9,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 10,Total correct: 77/175,Bad correct: 12/26,Good correct: 65/149
92934
Test group: 1,Total correct: 146/171,Bad correct: 0/25,Good correct: 146/146
Test group: 2,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 7,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 8,Total correct: 145/171,Bad correct: 0/26,Good correct: 145/145
Test group: 9,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 10,Total correct: 150/175,Bad correct: 7/26,Good correct: 143/149
108423
Test group: 1,Total correct: 146/171,Bad correct: 0/25,Good correct: 146/146
Test group: 2,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 7,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 8,Total correct: 146/171,Bad correct: 1/26,Good correct: 145/145
Test group: 9,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 10,Total correct: 141/175,Bad correct: 11/26,Good correct: 130/149
123912
Test group: 1,Total correct: 146/171,Bad correct: 0/25,Good correct: 146/146
Test group: 2,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 7,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 8,Total correct: 146/171,Bad correct: 1/26,Good correct: 145/145
Test group: 9,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 10,Total correct: 139/175,Bad correct: 12/26,Good correct: 127/149
139401
Test group: 1,Total correct: 146/171,Bad correct: 0/25,Good correct: 146/146
Test group: 2,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 7,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 8,Total correct: 146/171,Bad correct: 1/26,Good correct: 145/145
Test group: 9,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 10,Total correct: 142/175,Bad correct: 12/26,Good correct: 130/149
154890
Test group: 1,Total correct: 146/171,Bad correct: 0/25,Good correct: 146/146
Test group: 2,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 7,Total correct: 149/172,Bad correct: 3/26,Good correct: 146/146
Test group: 8,Total correct: 145/171,Bad correct: 0/26,Good correct: 145/145
Test group: 9,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 10,Total correct: 157/175,Bad correct: 10/26,Good correct: 147/149
170379
Test group: 1,Total correct: 146/171,Bad correct: 0/25,Good correct: 146/146
Test group: 2,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 7,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 8,Total correct: 146/171,Bad correct: 1/26,Good correct: 145/145
Test group: 9,Total correct: 149/172,Bad correct: 3/26,Good correct: 146/146
Test group: 10,Total correct: 155/175,Bad correct: 12/26,Good correct: 143/149
185868
Test group: 1,Total correct: 147/171,Bad correct: 1/25,Good correct: 146/146
Test group: 2,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 7,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 8,Total correct: 146/171,Bad correct: 1/26,Good correct: 145/145
Test group: 9,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 10,Total correct: 159/175,Bad correct: 12/26,Good correct: 147/149
201357
Test group: 1,Total correct: 147/171,Bad correct: 1/25,Good correct: 146/146
Test group: 2,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 7,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 8,Total correct: 146/171,Bad correct: 1/26,Good correct: 145/145
Test group: 9,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 10,Total correct: 155/175,Bad correct: 7/26,Good correct: 148/149
216846
Test group: 1,Total correct: 147/171,Bad correct: 1/25,Good correct: 146/146
Test group: 2,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 3,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 4,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 7,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 8,Total correct: 146/171,Bad correct: 1/26,Good correct: 145/145
Test group: 9,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 10,Total correct: 158/175,Bad correct: 12/26,Good correct: 146/149
232335
Test group: 1,Total correct: 147/171,Bad correct: 1/25,Good correct: 146/146
Test group: 2,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 7,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 8,Total correct: 146/171,Bad correct: 1/26,Good correct: 145/145
Test group: 9,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 10,Total correct: 160/175,Bad correct: 12/26,Good correct: 148/149
247824
Test group: 1,Total correct: 147/171,Bad correct: 1/25,Good correct: 146/146
Test group: 2,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 7,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 8,Total correct: 146/171,Bad correct: 1/26,Good correct: 145/145
Test group: 9,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 10,Total correct: 137/175,Bad correct: 14/26,Good correct: 123/149
263313
Test group: 1,Total correct: 147/171,Bad correct: 1/25,Good correct: 146/146
Test group: 2,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 5,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 6,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 7,Total correct: 149/172,Bad correct: 3/26,Good correct: 146/146
Test group: 8,Total correct: 146/171,Bad correct: 1/26,Good correct: 145/145
Test group: 9,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 10,Total correct: 143/175,Bad correct: 17/26,Good correct: 126/149
278802
Test group: 1,Total correct: 147/171,Bad correct: 1/25,Good correct: 146/146
Test group: 2,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 3,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 4,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 5,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 6,Total correct: 147/172,Bad correct: 1/26,Good correct: 146/146
Test group: 7,Total correct: 148/172,Bad correct: 2/26,Good correct: 146/146
Test group: 8,Total correct: 146/171,Bad correct: 1/26,Good correct: 145/145
Test group: 9,Total correct: 146/172,Bad correct: 0/26,Good correct: 146/146
Test group: 10,Total correct: 152/175,Bad correct: 12/26,Good correct: 140/149
294291
Test group: 1,Total correct: 152/171,Bad correct: 6/25,Good correct: 146/146
Test group: 2,Total correct: 149/172,Bad correct: 3/26,Good correct: 146/146
Test group: 3,Total correct: 158/172,Bad correct: 12/26,Good correct: 146/146
Test group: 4,Total correct: 155/172,Bad correct: 9/26,Good correct: 146/146
Test group: 5,Total correct: 152/172,Bad correct: 6/26,Good correct: 146/146
Test group: 6,Total correct: 151/172,Bad correct: 6/26,Good correct: 145/146
Test group: 7,Total correct: 151/172,Bad correct: 5/26,Good correct: 146/146
Test group: 8,Total correct: 154/171,Bad correct: 9/26,Good correct: 145/145
Test group: 9,Total correct: 159/172,Bad correct: 13/26,Good correct: 146/146
Test group: 10,Total correct: 148/175,Bad correct: 13/26,Good correct: 135/149
309780
Test group: 1,Total correct: 152/171,Bad correct: 6/25,Good correct: 146/146
Test group: 2,Total correct: 153/172,Bad correct: 7/26,Good correct: 146/146
Test group: 3,Total correct: 158/172,Bad correct: 12/26,Good correct: 146/146
Test group: 4,Total correct: 153/172,Bad correct: 7/26,Good correct: 146/146
Test group: 5,Total correct: 152/172,Bad correct: 6/26,Good correct: 146/146
Test group: 6,Total correct: 154/172,Bad correct: 9/26,Good correct: 145/146
Test group: 7,Total correct: 151/172,Bad correct: 5/26,Good correct: 146/146
Test group: 8,Total correct: 150/171,Bad correct: 5/26,Good correct: 145/145
Test group: 9,Total correct: 159/172,Bad correct: 13/26,Good correct: 146/146
Test group: 10,Total correct: 150/175,Bad correct: 15/26,Good correct: 135/149
325269
Test group: 1,Total correct: 152/171,Bad correct: 6/25,Good correct: 146/146
Test group: 2,Total correct: 153/172,Bad correct: 7/26,Good correct: 146/146
Test group: 3,Total correct: 154/172,Bad correct: 8/26,Good correct: 146/146
Test group: 4,Total correct: 160/172,Bad correct: 14/26,Good correct: 146/146
Test group: 5,Total correct: 153/172,Bad correct: 7/26,Good correct: 146/146
Test group: 6,Total correct: 154/172,Bad correct: 9/26,Good correct: 145/146
Test group: 7,Total correct: 151/172,Bad correct: 5/26,Good correct: 146/146
Test group: 8,Total correct: 155/171,Bad correct: 10/26,Good correct: 145/145
Test group: 9,Total correct: 159/172,Bad correct: 13/26,Good correct: 146/146
Test group: 10,Total correct: 151/175,Bad correct: 15/26,Good correct: 136/149
340758
Test group: 1,Total correct: 152/171,Bad correct: 6/25,Good correct: 146/146
Test group: 2,Total correct: 155/172,Bad correct: 9/26,Good correct: 146/146
Test group: 3,Total correct: 158/172,Bad correct: 12/26,Good correct: 146/146
Test group: 4,Total correct: 158/172,Bad correct: 12/26,Good correct: 146/146
Test group: 5,Total correct: 152/172,Bad correct: 6/26,Good correct: 146/146
Test group: 6,Total correct: 152/172,Bad correct: 7/26,Good correct: 145/146
Test group: 7,Total correct: 151/172,Bad correct: 5/26,Good correct: 146/146
Test group: 8,Total correct: 153/171,Bad correct: 8/26,Good correct: 145/145
Test group: 9,Total correct: 159/172,Bad correct: 13/26,Good correct: 146/146
Test group: 10,Total correct: 151/175,Bad correct: 14/26,Good correct: 137/149
356247
Test group: 1,Total correct: 151/171,Bad correct: 5/25,Good correct: 146/146
Test group: 2,Total correct: 151/172,Bad correct: 5/26,Good correct: 146/146
Test group: 3,Total correct: 157/172,Bad correct: 11/26,Good correct: 146/146
Test group: 4,Total correct: 157/172,Bad correct: 11/26,Good correct: 146/146
Test group: 5,Total correct: 152/172,Bad correct: 6/26,Good correct: 146/146
Test group: 6,Total correct: 151/172,Bad correct: 6/26,Good correct: 145/146
Test group: 7,Total correct: 151/172,Bad correct: 5/26,Good correct: 146/146
Test group: 8,Total correct: 155/171,Bad correct: 10/26,Good correct: 145/145
Test group: 9,Total correct: 154/172,Bad correct: 8/26,Good correct: 146/146
Test group: 10,Total correct: 153/175,Bad correct: 13/26,Good correct: 140/149
371736
Test group: 1,Total correct: 151/171,Bad correct: 5/25,Good correct: 146/146
Test group: 2,Total correct: 156/172,Bad correct: 10/26,Good correct: 146/146
Test group: 3,Total correct: 158/172,Bad correct: 12/26,Good correct: 146/146
Test group: 4,Total correct: 153/172,Bad correct: 7/26,Good correct: 146/146
Test group: 5,Total correct: 153/172,Bad correct: 7/26,Good correct: 146/146
Test group: 6,Total correct: 154/172,Bad correct: 9/26,Good correct: 145/146
